streetLine,price,hoa,sqFt,pricePerSqFt,lotSize,beds,baths,city,state,zip,postalCode,countryCode,yearBuilt,propertyType,latitude,longitude
2204 Monferrato St,724135,,2091,346,,4,3.0,Manteca,CA,95337,95337,US,2024,SingleFamilyResidence,37.806485,-121.254499
225 E Edison,577000,,1570,368,6665,4,2.0,Manteca,CA,95336,95336,US,2018,SingleFamilyResidence,37.8067661,-121.2146608
451 Half Dome Dr,599888,,1576,381,2993,3,2.5,Manteca,CA,95337,95337,US,2023,SingleFamilyResidence,37.803515,-121.251501
241 Martha St,450000,,1344,335,6329,4,2.0,Manteca,CA,95337,95337,US,1959,SingleFamilyResidence,37.7916123,-121.2188303
1212 Birchbrook Ct,649000,180,1988,326,9906,2,2.0,Manteca,CA,95336,95336,US,2007,SingleFamilyResidence,37.8330097,-121.2364834
537 Toresano Ave,623490,,1896,329,,4,3.0,Manteca,CA,95337,95337,US,2024,SingleFamilyResidence,37.805179595947266,-121.25779724121094
1830 E Yosemite Ave #283,168900,,1117,151,392040,3,2.0,Manteca,CA,95336,95336,US,2007,SingleFamilyResidence,37.7955699,-121.1874046
2387 Birdsong Pl,649000,180,1986,327,6303,2,2.0,Manteca,CA,95336,95336,US,2008,SingleFamilyResidence,37.8309861,-121.2461236
Plan 2621 - Modeled Plan,684990,,2621,261,,4,2.0,Manteca,CA,95336,95336,US,,SingleFamilyResidence,37.80546951293945,-121.25313568115234
Plan 2181 Plan,641990,,2181,294,,3,2.0,Manteca,CA,95336,95336,US,,SingleFamilyResidence,37.80546951293945,-121.25313568115234
Plan 2532 Plan,672990,,2532,266,,4,2.5,Manteca,CA,95336,95336,US,,SingleFamilyResidence,37.80546951293945,-121.25313568115234
Plan 2608 - Modeled Plan,682990,,2608,262,,4,2.5,Manteca,CA,95336,95336,US,,SingleFamilyResidence,37.80546951293945,-121.25313568115234
Plan 2346 - Modeled Plan,664990,,2346,283,,3,2.0,Manteca,CA,95336,95336,US,,SingleFamilyResidence,37.80546951293945,-121.25313568115234
2142 Woodbine Ave,699000,,2630,266,5500,6,2.5,Manteca,CA,95337,95337,US,2001,SingleFamilyResidence,37.7707903,-121.2123071
413 Villa Ticino Dr,778990,,2608,299,8002,5,3.0,Manteca,CA,95337,95337,US,,SingleFamilyResidence,37.8094506,-121.2592606
28141 Two Rivers Rd,699000,,1160,603,84071,2,1.0,Manteca,CA,95337,95337,US,1945,SingleFamilyResidence,37.699592,-121.2244271
1132 Livorno Ct,795000,191,2511,317,7131,3,2.0,Manteca,CA,95337,95337,US,2007,SingleFamilyResidence,37.7848492,-121.2799313
1219 Laurel Park Cir,539900,,1491,362,5872,3,2.0,Manteca,CA,95337,95337,US,2003,SingleFamilyResidence,37.7841699,-121.2439092
2494 Riparia St,614990,,1596,385,6559,3,2.0,Manteca,CA,95337,95337,US,,SingleFamilyResidence,37.7630254,-121.2397438
846 Del Monte Ct,518000,,1335,388,7920,3,3.0,Manteca,CA,95336,95336,US,1974,SingleFamilyResidence,37.8112283,-121.2289854
2469 Milano Ct,671900,,1992,337,8174,4,2.0,Manteca,CA,95337,95337,US,2002,SingleFamilyResidence,37.7791448,-121.2605184
2061 Gunner Pl,884999,,2657,333,11761,4,3.5,Manteca,CA,95337,95337,US,2020,SingleFamilyResidence,37.7710684,-121.1918102
110 S Walnut Ave,435000,,1258,346,5118,2,1.0,Manteca,CA,95337,95337,US,1943,SingleFamilyResidence,37.7966416,-121.2287185
1076 Pepperwood Dr,479000,,1335,359,5998,3,2.0,Manteca,CA,95336,95336,US,1978,SingleFamilyResidence,37.8139505,-121.2336556
3294 Nightfall Dr,832210,,2701,308,,4,3.5,Manteca,CA,95337,95337,US,2024,SingleFamilyResidence,37.778388,-121.277576
739 Folsom Way,529888,,1436,369,5650,3,2.0,Manteca,CA,95337,95337,US,1986,SingleFamilyResidence,37.7888143,-121.224855
821 Orchard Way,528888,,1251,423,7701,4,2.0,Manteca,CA,95336,95336,US,1985,SingleFamilyResidence,37.8081493,-121.2283629
1933 Buena Vista Dr,899999,,3170,284,7275,5,3.0,Manteca,CA,95337,95337,US,1999,SingleFamilyResidence,37.7729191,-121.2085034
471 Sharon,489777,,1085,451,5001,3,1.5,Manteca,CA,95336,95336,US,1970,SingleFamilyResidence,37.8140205,-121.2231809
13800 S Highway 99 E Frontage Rd,1250000,,1347,928,368518,3,1.5,Manteca,CA,95336,95336,US,1953,SingleFamilyResidence,37.8203293,-121.2143984
723 Sierra St,519900,,1535,339,10659,3,2.0,Manteca,CA,95336,95336,US,1968,SingleFamilyResidence,37.8039495,-121.207455
803 Sangiovese Ave,640990,,1926,333,5250,4,2.0,Manteca,CA,95337,95337,US,,SingleFamilyResidence,37.8078785,-121.2608831
819 Sangiovese Ave,674990,,2152,314,5250,4,3.0,Manteca,CA,95337,95337,US,,SingleFamilyResidence,37.8081354,-121.2608978
2114 Heirloom Pl,879950,,3510,251,9313,5,4.0,Manteca,CA,95337,95337,US,2001,SingleFamilyResidence,37.7708289,-121.2116316
2140 Vermentino St,862415,,3200,270,,5,3.0,Manteca,CA,95337,95337,US,2024,SingleFamilyResidence,37.808672,-121.254146
149 Cornerstone Way,488000,107,1030,474,4003,2,2.0,Manteca,CA,95336,95336,US,1997,SingleFamilyResidence,37.8227586,-121.218235
835 Rosazzo Ln,652095,,1671,390,5250,3,2.0,Manteca,CA,95337,95337,US,,SingleFamilyResidence,37.808719,-121.25856
822 Rosazzo Ln,710855,,2161,329,5250,4,3.0,Manteca,CA,95337,95337,US,,SingleFamilyResidence,37.808561,-121.258014
830 Rosazzo Ln,716315,,2091,343,5250,4,3.0,Manteca,CA,95337,95337,US,,SingleFamilyResidence,37.808699,-121.258022
907 Elmo Ct,445000,,1352,329,6499,3,1.5,Manteca,CA,95336,95336,US,1955,SingleFamilyResidence,37.7990869,-121.2047346
713 S Main St,899950,,4929,183,33106,5,,Manteca,CA,95337,95337,US,1960,Accommodation,37.7915542,-121.2166453
319 S Veach Ave,418888,,996,421,5201,3,1.0,Manteca,CA,95337,95337,US,1946,SingleFamilyResidence,37.7948666,-121.2249193
2914 W Yosemite Ave,535000,,1280,418,14375,4,2.0,Manteca,CA,95337,95337,US,1955,Accommodation,37.79701,-121.268975
1340 Ruffino Ct,665000,,2230,298,6569,4,2.5,Manteca,CA,95336,95336,US,1985,SingleFamilyResidence,37.8222329,-121.2386755
470 Wilma Ct,489000,,1113,439,5001,3,2.0,Manteca,CA,95336,95336,US,1970,SingleFamilyResidence,37.8142893,-121.2229738
2167 Vermentino St,695617,,2180,319,,2,2.0,Manteca,CA,95337,95337,US,2024,SingleFamilyResidence,37.809076,-121.254747
2256 W Yosemite Ave,1800888,,2372,759,92783,6,3.0,Manteca,CA,95337,95337,US,1952,Accommodation,37.7965822,-121.2556368
1281 Heartland Dr,698500,,1903,367,9383,3,2.0,Manteca,CA,95337,95337,US,2020,SingleFamilyResidence,37.7726906,-121.1953541
1469 Trailwood Ave,560000,103,1800,311,7488,4,2.0,Manteca,CA,95336,95336,US,1978,SingleFamilyResidence,37.8192682,-121.2303381
1392 Crescent Ave,499000,300,1297,385,,2,2.0,Manteca,CA,95336,95336,US,2024,SingleFamilyResidence,37.8172017,-121.2014824
640 Vinal Dr,759701,,2698,282,5000,4,3.5,Manteca,CA,95337,95337,US,,SingleFamilyResidence,37.767611,-121.223876
2308 Ganesh,853420,,3343,255,6551,4,3.5,Manteca,CA,95337,95337,US,,SingleFamilyResidence,37.768333,-121.224005
205 Poplar Ave,398000,,1076,370,3866,3,1.5,Manteca,CA,95336,95336,US,1948,SingleFamilyResidence,37.7992971,-121.2204194
1011 Alfonso Ln,659999,,2149,307,6200,4,2.0,Manteca,CA,95336,95336,US,2007,SingleFamilyResidence,37.8103959,-121.2020831
5709 Comanche Dr,549999,,1532,359,7375,4,2.0,Manteca,CA,95336,95336,US,1976,SingleFamilyResidence,37.8325188,-121.2156617
886 Villa Ticino Dr,719988,,2380,303,,4,3.0,Manteca,CA,95337,95337,US,2024,SingleFamilyResidence,37.809668,-121.258977
Residence 1X Plan,604905,300,2275,266,,2,2.5,Manteca,CA,95336,95336,US,,SingleFamilyResidence,37.8157658,-121.2034903
1087 Aspen Dr,390000,,950,411,3202,2,2.0,Manteca,CA,95336,95336,US,1980,SingleFamilyResidence,37.8151086,-121.2338996
916 Alpine Ave,636000,,1797,354,7919,3,2.0,Manteca,CA,95336,95336,US,1981,SingleFamilyResidence,37.8111107,-121.2051727
1505 Bella Terra Dr,668800,,2268,295,6500,3,2.5,Manteca,CA,95337,95337,US,2002,SingleFamilyResidence,37.7802055,-121.2589806
1923 Trulyn,798800,,2543,314,7244,5,3.5,Manteca,CA,95337,95337,US,2022,SingleFamilyResidence,37.773461,-121.193713
2372 Shadow Berry Dr,515000,180,1350,381,4853,2,2.0,Manteca,CA,95336,95336,US,2008,SingleFamilyResidence,37.8306133,-121.2442881
881 Rosazzo Ln,756814,,2660,285,,4,3.0,Manteca,CA,95337,95337,US,2024,SingleFamilyResidence,37.809542,-121.258607
2132 Vermentino St,778467,,2720,286,,4,3.0,Manteca,CA,95337,95337,US,2024,SingleFamilyResidence,37.808679,-121.253938
1743 Fox Trot Way,566000,180,1633,347,5911,2,2.0,Manteca,CA,95336,95336,US,2010,SingleFamilyResidence,37.8322009,-121.2463704
1018 Heathridge St,563163,295,1516,371,5100,2,2.0,Manteca,CA,95336,95336,US,2024,SingleFamilyResidence,37.8171559,-121.2028781
2326 Shadow Berry Dr,515000,185,1330,387,4752,2,2.0,Manteca,CA,95336,95336,US,2008,SingleFamilyResidence,37.8294067,-121.2426468
1570 Chestnut Hill Dr,745000,180,2509,297,6826,3,2.0,Manteca,CA,95336,95336,US,2016,SingleFamilyResidence,37.8390538,-121.2431352
1407 Ironwood Pl,530000,103,1510,351,7584,3,2.0,Manteca,CA,95336,95336,US,1980,SingleFamilyResidence,37.8178515,-121.2342419
1164 Silver Brook Pl,869900,,3200,272,8128,4,3.0,Manteca,CA,95337,95337,US,2000,SingleFamilyResidence,37.7855145,-121.2434776
763 Morada Ct,499888,,1496,334,5001,4,2.0,Manteca,CA,95336,95336,US,1977,SingleFamilyResidence,37.8095786,-121.2272001
Noble Plan,613138,,1520,403,,3,2.0,Manteca,CA,95337,95337,US,,SingleFamilyResidence,37.811508,-121.260349
894 Villa Ticino Rd,645548,,1660,389,6647,3,2.0,Manteca,CA,95337,95337,US,2024,SingleFamilyResidence,37.809827,-121.258991
842 Turin Ave,724695,,2185,332,9458,2,2.0,Manteca,CA,95337,95337,US,2024,SingleFamilyResidence,37.8089749,-121.253236
1830 E Yosemite Ave #84,74000,,720,103,,2,1.5,Manteca,CA,95336,95336,US,1969,SingleFamilyResidence,37.7955563,-121.1873912
628 Mission Rdg,635000,,1698,374,6713,3,2.0,Manteca,CA,95337,95337,US,1997,SingleFamilyResidence,37.7838787,-121.222385
2214 Milano St,749000,,2314,324,7819,4,3.0,Manteca,CA,95337,95337,US,2006,SingleFamilyResidence,37.778493,-121.2560419
893 Rosazzo Pl,645076,,1875,344,5250,4,3.0,Manteca,CA,95337,95337,US,2024,SingleFamilyResidence,37.809679,-121.258615
216 N Veach Ave,399900,,813,492,7000,2,1.0,Manteca,CA,95337,95337,US,1953,SingleFamilyResidence,37.7997468,-121.2249428
1704 Lacey Ave,663020,,1765,376,,3,2.0,Manteca,CA,95337,95337,US,2024,SingleFamilyResidence,37.7776276,-121.2752539
3287 Overcup Oak Ct,639590,,1510,424,,3,2.0,Manteca,CA,95337,95337,US,2024,SingleFamilyResidence,37.778029,-121.277487
2374 Paramount Ln,779000,,2281,342,6747,3,2.5,Manteca,CA,95337,95337,US,2022,SingleFamilyResidence,37.7671136,-121.2172491
361 Postma St,710000,,2333,304,5001,4,2.5,Manteca,CA,95337,95337,US,2022,SingleFamilyResidence,37.7689834,-121.2189643
3227 Feather Rd,652880,,2083,313,,4,3.0,Manteca,CA,95337,95337,US,2024,SingleFamilyResidence,37.772703,-121.27592
1054 Finley Dr,689091,300,2462,280,,2,2.5,Manteca,CA,95336,95336,US,2024,SingleFamilyResidence,37.8145468,-121.2021509
135 Stockton St,416000,,800,520,5502,2,1.0,Manteca,CA,95337,95337,US,1948,SingleFamilyResidence,37.7941358,-121.2172802
2384 Shadow Berry Dr,515000,185,1330,387,4866,2,2.0,Manteca,CA,95336,95336,US,2008,SingleFamilyResidence,37.831,-121.2444726
2021 W Louise Ave,689000,,1428,482,20020,3,2.0,Manteca,CA,95337,95337,US,1964,SingleFamilyResidence,37.8122368,-121.2513473
461 Villa Ticino Dr,701990,,2181,322,7909,3,2.0,Manteca,CA,95337,95337,US,,SingleFamilyResidence,37.8094506,-121.2592606
460 Villa Ticino Dr,730990,,2346,312,8050,3,2.0,Manteca,CA,95337,95337,US,,SingleFamilyResidence,37.8094506,-121.2592606
3602 Levanto Way,848000,195,3140,270,6299,4,3.5,Manteca,CA,95337,95337,US,2018,SingleFamilyResidence,37.7836132,-121.2816052
1083 Lucio St,769900,,2708,284,6713,5,3.0,Manteca,CA,95336,95336,US,2008,SingleFamilyResidence,37.8116899,-121.2015206
1614 Olivewood Ave,559000,,1352,413,6373,4,2.0,Manteca,CA,95336,95336,US,1974,SingleFamilyResidence,37.8205533,-121.2257097
580 S Airport Way,1599999,,2800,571,188179,5,2.0,Manteca,CA,95337,95337,US,1975,SingleFamilyResidence,37.7931309,-121.2517799
1136 Lucio St,745900,,2708,275,6913,4,2.5,Manteca,CA,95336,95336,US,2008,SingleFamilyResidence,37.8112841,-121.2004461
9522 Southland Rd,1175000,,1912,615,178160,3,2.0,Manteca,CA,95336,95336,US,,Accommodation,37.8190414,-121.1849754
843 Rosazzo Ln,721315,,2091,345,,4,3.0,Manteca,CA,95337,95337,US,2024,SingleFamilyResidence,37.808856,-121.258568
1710 Yukon Territory Ave,670755,,1733,387,5892,3,2.0,Manteca,CA,95337,95337,US,2024,SingleFamilyResidence,37.7771809,-121.2704022
2296 Shoreline Dr,717265,,2177,329,5363,4,3.0,Manteca,CA,95337,95337,US,2024,SingleFamilyResidence,37.768363,-121.272154
650 Heathridge St,539500,295,1297,416,5101,2,2.0,Manteca,CA,95336,95336,US,2022,SingleFamilyResidence,37.8173318,-121.2078028
1749 Haines Ave,691772,,1900,364,4791,4,2.0,Manteca,CA,95337,95337,US,2024,SingleFamilyResidence,37.776677,-121.270061
2999 Fairbanks St,691608,,1900,364,6000,4,2.0,Manteca,CA,95337,95337,US,2024,SingleFamilyResidence,37.778578,-121.271022
447 Golf Circle West,454000,185,1287,353,2392,2,2.0,Manteca,CA,95337,95337,US,1988,SingleFamilyResidence,37.8039907,-121.2368707
2451 Belle Glade Ln,680000,180,2214,307,7827,2,2.5,Manteca,CA,95336,95336,US,2009,SingleFamilyResidence,37.8326313,-121.2440514
3429 Creedmoor St,762025,,2495,305,,3,2.5,Manteca,CA,95337,95337,US,2024,SingleFamilyResidence,37.775872,-121.28058
7001 Southland Rd,2299000,,4700,489,93218,4,2.5,Manteca,CA,95336,95336,US,1997,SingleFamilyResidence,37.821048,-121.207078
562 Alpine Ave,509999,,1631,313,7819,4,2.0,Manteca,CA,95336,95336,US,1975,SingleFamilyResidence,37.8068628,-121.1991189
150 Pestana #34,149888,,1440,104,,3,2.0,Manteca,CA,95337,95337,US,1973,SingleFamilyResidence,37.8000389,-121.1849781
2118 Vermentino St,726077,,2290,317,,4,2.5,Manteca,CA,95337,95337,US,2024,SingleFamilyResidence,37.8086849,-121.253723
973 Heathridge St,571359,300,1516,377,,2,2.0,Manteca,CA,95336,95336,US,2024,SingleFamilyResidence,37.8175733,-121.2032975
30200 Garden Rd,1289000,,3422,377,71874,4,4.5,Manteca,CA,95337,95337,US,2002,SingleFamilyResidence,37.6791718,-121.2275507
306 Veach,480000,,1200,400,2500,3,2.0,Manteca,CA,95337,95337,US,1953,SingleFamilyResidence,37.7954378,-121.2243155
4399 Aplicella Ct #52,245500,,1740,141,,3,2.0,Manteca,CA,95337,95337,US,1977,SingleFamilyResidence,37.7778259,-121.2974555
3439 Onslow St,991000,,3732,266,,6,4.0,Manteca,CA,95337,95337,US,2024,SingleFamilyResidence,37.78211212158203,-121.2813949584961
1356 Ascot Ln,762271,,2178,350,,3,2.0,Manteca,CA,95337,95337,US,2024,SingleFamilyResidence,37.7804287,-121.2767
3475 Onslow St,1012588,,3732,271,,6,4.0,Manteca,CA,95337,95337,US,2024,SingleFamilyResidence,37.7821044921875,-121.28229522705078
345 Cottage Ave,519000,,1590,326,6368,3,1.5,Manteca,CA,95336,95336,US,1959,SingleFamilyResidence,37.8023413,-121.1986184
1168 Duomo Way,929000,191,3130,297,6757,5,3.5,Manteca,CA,95337,95337,US,2014,SingleFamilyResidence,37.7846294,-121.2820442
1242 Slayton Dr,549999,,1862,295,8102,3,2.5,Manteca,CA,95336,95336,US,1963,SingleFamilyResidence,37.8033438,-121.1964184
1982 Pin Oak Ln,589000,,1831,322,6199,3,2.0,Manteca,CA,95336,95336,US,1996,SingleFamilyResidence,37.8150681,-121.1883896
979 Placer Ave,530000,,1711,310,6599,3,2.0,Manteca,CA,95336,95336,US,1981,SingleFamilyResidence,37.8098689,-121.2070085
497 Ore St,535000,,2007,267,6077,3,2.0,Manteca,CA,95336,95336,US,1966,SingleFamilyResidence,37.8102357,-121.2213867
2467 Redbud Way,619900,180,1986,312,6730,2,2.0,Manteca,CA,95336,95336,US,2012,SingleFamilyResidence,37.8328428,-121.2509924
4880 E Peach Ave,1850000,,3162,585,228254,5,3.0,Manteca,CA,95337,95337,US,1974,SingleFamilyResidence,37.768594,-121.247073
3335 Jubilee Dr,928285,,3551,261,,6,4.0,Manteca,CA,95337,95337,US,2024,SingleFamilyResidence,37.780041,-121.278766
3338 Jubilee Dr,834790,,2996,279,,4,3.0,Manteca,CA,95337,95337,US,2024,SingleFamilyResidence,37.77962,-121.278704
3329 Oak Trail Dr,862420,,3255,265,,5,3.0,Manteca,CA,95337,95337,US,2024,SingleFamilyResidence,37.779363,-121.278575
1040 Birch Run Way,921800,,3412,270,7370,4,5.0,Manteca,CA,95336,95336,US,2011,SingleFamilyResidence,37.834814,-121.2338381
10765 Kimberly Dr,710000,,2144,331,15002,3,2.0,Manteca,CA,95336,95336,US,1977,SingleFamilyResidence,37.7997805,-121.1762
3451 Onslow St,970288,,3521,276,,5,4.0,Manteca,CA,95337,95337,US,2024,SingleFamilyResidence,37.78211212158203,-121.28162384033203
1338 Spanish Oak Ave,912233,,2503,364,,4,3.0,Manteca,CA,95337,95337,US,2024,SingleFamilyResidence,37.77899932861328,-121.23259735107422
26651 S Airport Way,3300000,,4535,728,612454,4,3.5,Manteca,CA,95337,95337,US,2006,Accommodation,37.713481,-121.250987
2997 Diablo View Dr,650000,,1618,402,5327,4,2.0,Manteca,CA,95337,95337,US,2022,SingleFamilyResidence,37.7734181,-121.2699416
414 Cherry Ln Unit G,229999,585,941,244,35,2,1.0,Manteca,CA,95337,95337,US,1985,SingleFamilyResidence,37.8037673,-121.2317585
1711 Matterhorn St,649900,,2120,307,5998,4,2.5,Manteca,CA,95337,95337,US,2002,SingleFamilyResidence,37.8100531,-121.2455897
1542 Terracina Cir,875000,90,2732,320,9949,3,2.5,Manteca,CA,95336,95336,US,2003,SingleFamilyResidence,37.8214506,-121.2504307
3587 Rapallo Way,915000,191,3130,292,6299,4,3.5,Manteca,CA,95337,95337,US,2018,SingleFamilyResidence,37.7833665,-121.281411
1294 Veteran St,722520,,2180,331,6600,4,3.0,Manteca,CA,95337,95337,US,,SingleFamilyResidence,37.775017,-121.194564
1310 Veteran St,776915,,3008,258,6600,4,2.5,Manteca,CA,95337,95337,US,,SingleFamilyResidence,37.775017,-121.194356
1807 N Birdie Ave,791976,,3008,263,6600,4,2.5,Manteca,CA,95337,95337,US,,SingleFamilyResidence,37.7753359,-121.1959812
3347 Orso Grande St,914598,,2848,321,,4,2.5,Manteca,CA,95337,95337,US,2024,SingleFamilyResidence,37.782073974609375,-121.27879333496094
3359 Orso Grande St,870865,,2590,336,,5,3.0,Manteca,CA,95337,95337,US,2024,SingleFamilyResidence,37.78207778930664,-121.27901458740234
1716 Wawona St,625000,,1984,315,4961,4,2.5,Manteca,CA,95337,95337,US,1995,SingleFamilyResidence,37.7899643,-121.2444042
Cottonwood Plan,678680,,1984,342,,3,2.0,Manteca,CA,95337,95337,US,,SingleFamilyResidence,37.778108,-121.275446
3111 Grimstead St,688890,,1788,385,,3,2.0,Manteca,CA,95337,95337,US,2024,SingleFamilyResidence,37.782012939453125,-121.27449035644531
1830 E Yosemite Ave #213,70900,,768,92,,1,1.0,Manteca,CA,95336,95336,US,1971,SingleFamilyResidence,37.7955563,-121.1873912
Plan 2 Plan,630490,,1896,333,,4,3.0,Manteca,CA,95337,95337,US,,SingleFamilyResidence,37.80543899536133,-121.25759887695312
Plan 1 Plan,587490,,1596,368,,3,2.0,Manteca,CA,95337,95337,US,,SingleFamilyResidence,37.80543899536133,-121.25759887695312
Plan 3 Plan,698490,,2537,275,,5,3.0,Manteca,CA,95337,95337,US,,SingleFamilyResidence,37.80543899536133,-121.25759887695312
Fifth Avenue Plan,684990,,2463,278,,4,3.0,Manteca,CA,95337,95337,US,,SingleFamilyResidence,37.77967071533203,-121.27804565429688
Bluebell Plan,634990,,1788,355,,3,2.0,Manteca,CA,95337,95337,US,,SingleFamilyResidence,37.77967071533203,-121.27804565429688
Horizon Plan,663990,,2194,303,,4,3.0,Manteca,CA,95337,95337,US,,SingleFamilyResidence,37.77967071533203,-121.27804565429688
224 Hemlock Ave,410000,,806,509,12998,2,1.0,Manteca,CA,95337,95337,US,1953,SingleFamilyResidence,37.8001565,-121.2258509
Residence 2 Plan,728951,,2703,270,,2,2.5,Manteca,CA,95336,95336,US,,SingleFamilyResidence,37.8155811,-121.2035549
Residence 1 Plan,698935,,2621,267,,2,2.5,Manteca,CA,95336,95336,US,,SingleFamilyResidence,37.8155811,-121.2035549
317 Vinal Dr,780529,,2648,295,5352,4,3.5,Manteca,CA,95337,95337,US,2024,SingleFamilyResidence,37.7661179,-121.2197478
396 Lancaster Dr,585000,,1822,321,6500,3,2.0,Manteca,CA,95336,95336,US,1985,SingleFamilyResidence,37.8135854,-121.2122105
860 Rosazzo Ln,656680,,1671,393,,3,2.0,Manteca,CA,95337,95337,US,2024,SingleFamilyResidence,37.809247,-121.258053
724 Turin Ave,689000,,2091,330,,4,3.0,Manteca,CA,95337,95337,US,2024,SingleFamilyResidence,37.80697,-121.253153
1471 Cobblecreek St,754500,180,2635,286,7889,2,2.5,Manteca,CA,95336,95336,US,2010,SingleFamilyResidence,37.8335906,-121.2419945
2438 Rockbrook Ln,524900,180,1492,352,5049,2,2.0,Manteca,CA,95336,95336,US,2012,SingleFamilyResidence,37.8324798,-121.2522084
665 Conrad Ct,759296,,2703,281,10800,2,2.5,Manteca,CA,95336,95336,US,2024,SingleFamilyResidence,37.8182477,-121.2085755
548 Conrad Ct,729230,,2703,270,11783,2,2.5,Manteca,CA,95336,95336,US,2024,SingleFamilyResidence,37.818013,-121.209293
150 Pestana #12,99000,,792,125,,2,2.0,Manteca,CA,95336,95336,US,1976,SingleFamilyResidence,37.798434,-121.186253
185 Argonaut St,420000,,1700,247,6830,3,2.0,Manteca,CA,95336,95336,US,1971,SingleFamilyResidence,37.808125,-121.2182367
1317 Joann St,795999,,2543,313,6600,5,3.5,Manteca,CA,95337,95337,US,2022,SingleFamilyResidence,37.7747122,-121.1943792
943 Alpine Ave,645000,,1999,323,7039,4,3.0,Manteca,CA,95336,95336,US,1981,SingleFamilyResidence,37.8106464,-121.2059623
Citrine Plan,694172,,1870,371,,4,3.0,Manteca,CA,95337,95337,US,,SingleFamilyResidence,37.811513,-121.260362
Tourmaline Plan,744101,,2660,280,,4,3.0,Manteca,CA,95337,95337,US,,SingleFamilyResidence,37.811513,-121.260362
2174 Stream Ave,676021,,1816,372,5227,3,2.5,Manteca,CA,95337,95337,US,,SingleFamilyResidence,37.770351,-121.27187
1090 Lavender St,938000,,3743,251,6299,5,4.5,Manteca,CA,95337,95337,US,2017,SingleFamilyResidence,37.7701646,-121.2322144
Plan 2152 Plan,642990,,2152,299,,3,2.5,Manteca,CA,95337,95337,US,,SingleFamilyResidence,37.8094515,-121.2592984
1069 Norman Dr,569999,,1420,401,5001,3,2.0,Manteca,CA,95336,95336,US,2000,SingleFamilyResidence,37.7944187,-121.2016411
1478 Arbor Brook Dr,619000,180,2119,292,6090,3,2.0,Manteca,CA,95336,95336,US,2016,SingleFamilyResidence,37.8402481,-121.2422503
641 Camelia Ln,459000,,1428,321,7584,3,2.0,Manteca,CA,95336,95336,US,1980,SingleFamilyResidence,37.8071434,-121.2248037
1447 Summerwind Ln,570000,,1785,319,3054,3,2.5,Manteca,CA,95337,95337,US,2008,SingleFamilyResidence,37.7816168,-121.2619628
785 E Willow Ave,374500,,728,514,11000,2,1.0,Manteca,CA,95337,95337,US,1934,SingleFamilyResidence,37.7730673,-121.2977572
